,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
231,DATA SCIENTIST,₹4L - ₹7L (Glassdoor Est.),"The required skills are :
Post graduate degree in Statistics, Math or any other with strong analytical background .
Must have exposure to Big Data analytics..
Need Strong mathematical background (calculus, linearalgebra, probability and statistics).
Applied Machine Learning experience (regression and classification, supervised, and unsupervised learning) is a plus.
Must be a quick learner and capable to solve complex problems in multiple domains.
Skill Set : Language - C#,C++, Python or R, Scripting - Java script Position Type : Permanent Qualification : Any postgraduate degree with analytics Experience : 0 - 4 Yrs Salary Package :Best in Industry Calicut, Kerala, India Technical Interview & HR interview

Show More
Report",3.4,"Tech27 Systems Ltd.
3.4",Calicut,-1,-1,-1,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1
232,Jr Data Analyst | Jr Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Skills and Experience (0 - 2 years):
Graduate with Strong mathematical and statistical skills and understanding
Prefer with some Development and enhancement experience of machine learning and statistical models.
Some experience in working with Python, R, SQL
Some experience in working with libraries in Python
Familiarity with NLP(Natural language processing)
Be flexible and ready to learn
Apply to careers@aibridgeml.com
Show More
Report",4.9,"AIBridge ML
4.9",Hyderābād,-1,-1,2019,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1
233,Vehicle Energy Efficiency Bench marking & Data Analytics,₹4L - ₹7L (Glassdoor Est.),"Aufgaben
1. Good knowledge in development of automotive systems: Powertrain (Conventional, full electric / hybrids -HEVs & BEVs), HVAC systems, and energy recuperation systems / technologies.
2. Technical expertise in measurement & data analysis of different homologation cycles & Vehicle Components. Hands On experience in Automotive Testing & Calibration would be an added advantage.
3. Good knowledge in (Hybrid) powertrain systems – Low Voltage and High Voltage Powernet supply, Combustion/Electric Engine, auxiliary systems etc. Good communication and ability to handle and/or interact with measurement test teams is necessary.
4. Good hands-on experience in Matlab Signal Processing Toolbox or any other similar software like DIADem or Vector CANape or INCA or Python. Knowledge of automation /scripting will be advantageous.
5. Ability to interpret vehicle measurement data and provide engineering insights / conclusions is essential. Develop analytical methods in-house tools/scripts to analyze & compare different measurement datasets per project requirements.
6. Knowledge of AI/ML techniques / algorithms and software would an added advantage like Python / Matlab to modify dataset per requirements and setting standardized process.
7. Good knowledge of statistical methods used in signal analysis and processing would be added advantage.
8. Knowledge of cloud computing & Storage. Handling big Data would be added advantage.
9. The Candidate should be able to integrate, transform & consolidate data from various structured & unstructured data systems into planned structures that are suitable for building analytics solutions.
10. Excellent interpersonal and communication skills. German language skills would be advantageous.
11. Essential and important soft skills: - ability to work seamlessly across the functional teams, good team player, self-motivated, collaborative, open minded to co-create with teams for best outcome.
Education: BE, ME or M.Tech in Aeronautics, Automobile, Mechanical, Mechatronics, Data Science with Automotive domain knowledge
Experience: Relevant professional experience of as per Job description for 2-8 yrs.












Show More
Report",4.0,"Mercedes-Benz Research and Development India Private Limited
4.0",Bangalore,-1,-1,1996,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),-1
234,Senior Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Sr. Data Analyst,
Shairu Gems Diamonds PVT. LTD.
Plot No. 166/A-2 & 170/C, Opp. SMC
Swimming Pool, Vastadevdi Road
Katargam, Surat-395004
Gujarat
Job Summary
Excellent opportunity for graduates and Postgraduates who have good knowledge on Microsoft Excel, Advance Python, Machine Learning, R studio.



Show More
Report",-1,Shairu Gems Diamonds PVT.LTD.,Surat,-1,-1,-1,-1,-1,-1,-1,-1
235,Assistant Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Job Responsibilities:
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data.
Analyze large amounts of information to discover trends and patterns
Helping develop reports and analysis.
Present information using data visualization techniques.
Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.
Evaluating changes and updates to source production systems.
Show More
Report",-1,Ascendeum,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
236,Data Scientist,₹4L - ₹7L (Glassdoor Est.),"The required skills are : Graduate degree in Statistics, Math or any other with strong analytical background .
Must have exposure to Big Data analytics.. Need Strong mathematical background (calculus, linear algebra, probability and statistics). Applied Machine Learning experience (regression and classification, supervised, and unsupervised learning) is a plus.
Must be a quick learner and capable to solve complex problems in multiple domains.
Skill Set : Language - C#,C++, Python or R, Scripting - Java script
Position Type : Permanent
Qualification : Any Graduate degree with analytics
Show More
Report",-1,SUMMIT SOLUTIONS,Cannanore,-1,-1,-1,-1,-1,-1,-1,-1
237,Data Science SME | WFH,₹4L - ₹7L (Glassdoor Est.),"We are looking for Data Science SMEs to create base content for Data science and related topics
Experience: 6-10 years
Role: Full-time | Remote
Job Type: Full-time
Salary: ₹30,000.00 - ₹100,000.00 per month
Schedule:
Day shift
Experience:
Show More
Report",4.0,"Karanji Infotech
4.0",Bangalore,-1,-1,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
238,Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Primary Objectives and Responsibilities
· Data mining or extracting usable data from valuable data sources
· Using machine learning toolsto select features, create and optimize classifiers
· Carrying out preprocessing of structured and unstructured data
· Enhancing data collectionprocedures to include all relevant information for developing analytic systems
· Processing, cleansing, and validating the integrity of data to be used for analysis
· Analyzing large amounts of information to find patterns and solutions



Show More
Report",4.7,"SPAATech Solutions India Pvt Ltd
4.7",Calcutta,-1,-1,2010,Company - Private,Software Development,Information Technology,$2 to $5 billion (USD),-1
239,EY - GDS Consulting - Data Scientist - Intern,₹4L - ₹7L (Glassdoor Est.),"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

_________
Position: Intern
Service Line: Consulting
Education: B.Tech/M.Tech/MBA/Masters in relevant discipline










Show More
Report",3.9,"EY
3.9",Gurgaon,-1,-1,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1
240,Sr Machine Learning Engineer,₹4L - ₹7L (Glassdoor Est.),"Sr Machine Learning Engineer

Join our Digital Solutions team

Are you a Sr Machine Learning Engineer looking for an innovative change?

Join our Bently Nevada Team

Baker Hughes Bently Nevada offers a plant-wide, holistic suite of machine condition monitoring and protection hardware, software and services that help achieve the highest level of asset reliability possible. Our team takes ownership in designing and implementing web/cloud applications.





Show More
Report",3.9,"Baker Hughes
3.9",Bangalore,-1,-1,1907,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$10+ billion (USD),-1
