,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,employer_provided,min_salary,max_salary,avg_salary,company_txt,age,python_yn,SQL_yn,R_yn,excel_yn,aws_yn,job_simp_col,seniority,desc_len
148,Data Science specialist – Marketing Science & Analytics,₹9L - ₹10L (Glassdoor Est.),"Data Science specialist – Marketing Science & Analytics

This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office.
Job Description:

Job Family Definition:
Develops and programs integrated software algorithms to structure, analyze and leverage structured and unstructured data in product and systems applications. Can work with large scale computing frameworks, data analysis systems, and modeling environments.

Uses machine learning and statistical modeling techniques to improve product/system performance, data management, quality, and accuracy. Formulates descriptive, diagnostic, predictive and prescriptive insights/algorithms and translates technical specifications into code. Applies, optimizes and scales deep learning technologies and algorithms to give computers the capability to visualize, learn and respond to complex situations. Documents procedures for installation and maintenance, completes programming, performs testing and debugging, defines and monitors performance metrics.

Contributes to the success of HPE by translating customer requirements and industry trends into AI/ML products, solutions, and systems improvement projects.
Engineering
Specialist


Show More
Report",4.2,"Hewlett Packard Enterprise
4.2",Bangalore,-1,-1,2015,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,9.0,10.0,9.5,Hewlett Packard Enterprise,8,0,0,0,0,0,na,na,1241
149,Analytics & Reporting Specialist,₹3L - ₹6L (Glassdoor Est.),"Come create the technology that helps the world act together
Nokia is committed to innovation and technology leadership across mobile, fixed and cloud networks. Your career here will have a positive impact on people’s lives and will help us build the capabilities needed for a more productive, sustainable, and inclusive world. We challenge ourselves to create an inclusive way of working where we are open to new ideas, empowered to take risks and fearless to bring our authentic selves to work.

The team you’ll be part of
CFO is a diverse team at the frontline, delivering finance and business services, investor relations, and more across the world. Are you passionate about digital transformation, value openness and want to influence the direction of Nokia? Then, you may be the right fit!






Show More
Report",4.2,"NOKIA
4.2",Chennai,-1,-1,1865,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1,0,3.0,6.0,4.5,NOKIA,158,0,0,0,0,0,na,na,818
150,Data Scientist,Employer Provided Salary:₹7L - ₹10L,"Position : Data Scientist
Experience : 2 to 4 years
Company Details : US based company working on AI & ML domain
Working Days : 5 Days a week
Location : Ahmedabad
Key Skills:
Have a Data Science acumen
Able to explore the data and understand the problem
Show More
Report",-1.0,Elite HR Services,Ahmedabad,-1,-1,-1,-1,-1,-1,-1,-1,1,7.0,10.0,8.5,Elite HR Services,-1,0,0,0,0,0,data scientist,na,270
151,Data Science,₹3L - ₹7L (Glassdoor Est.),"Responsibilities
• Anchor ML development track in a client project • Data collection, profiling, EDA & data preparation • AI Model development, experimentation, tuning & validation • Present findings to business users & project management teams • Propose ML based solution approaches & estimates for new use cases • Contribute to AI based modules in Infosys solutions development • Explore new advances in AI continuously and execute PoCs • Mentoring – guide junior team members & evangelize AI in organization
Additional Responsibilities:
• Good verbal & written communication skills – articulate value of AI to business, project managers & other team members • Ability to break complex problem into smaller problems and create hypothesis • Innovation and experimentation
Technical and Professional Requirements:
• Programming: Python, R, SQL • ML algorithms: o Statistical ML algorithms o Deep Neural Network architectures o Model ensembling o Generative AI models o ML for Responsible AI • AI domains - NLP, speech, computer vision, structured data • Learning patterns – supervised, unsupervised, reinforcement learning • Tools for data analysis, auto ML, model deployment & scaling • Knowledge of datasets, pre-built models available in open community and 3rd party providers • Knowledge of software development & architectures • Knowledge of hyperscalers & their AI capabilities – Azure, AWS, GCP
Preferred Skills:
Python,Artificial Intelligence->Python ML,Machine Learning->Data Science,Artificial Intelligence->NLP Deep Learning Algorithms,Bigdata->Pyspark
Educational Requirements
Bachelor of Engineering
Show More
Report",3.9,"Infosys Limited
3.9",Bangalore,-1,-1,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),-1,0,3.0,7.0,5.0,Infosys Limited,42,1,0,0,0,1,na,na,1629
152,Data Science Ops Associate,₹7L - ₹9L (Glassdoor Est.),"Location: Gurgaon
Job ID: PR5010
Job Type: Full time
Experience: 2-4 years
About the company:
This role is a part of Pickl.AI, the education brand of TransOrg Analytics. TransOrg Analytics is over a decade old Data Science and ML company.
The role
Show More
Report",2.8,"Transorg Analytics
2.8",Gurgaon,-1,-1,-1,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,-1,0,7.0,9.0,8.0,Transorg Analytics,-1,0,0,0,0,0,na,na,264
153,Data Scientist,₹4L - ₹8L (Glassdoor Est.),"THE APPLICATION PERIOD FOR THIS ROLE HAS BEEN CLOSED. ALL APPLICATION STATUSES WILL BE COMMUNICATED TO APPLICANTS DIRECTLY.
Show More
Report",3.9,"Adidas
3.9",Gurgaon,-1,-1,1949,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD),-1,0,4.0,8.0,6.0,Adidas,74,0,0,0,0,0,data scientist,na,140
154,Supply Chain Network Data & Analytics Specialist,₹3L - ₹5L (Glassdoor Est.),"Relocation Assistance Offered Within Country
# 141580 - Mumbai, Maharashtra, India

About Colgate-Palmolive:
Do you want to come to work with a smile and leave with one as well? In between those smiles, your day consists of connecting with others across the world, full of stimulating discussions, and making impactful contributions!
If this is how you see your career, Colgate is the place to be! Our diligent household brands, dedicated employees, and sustainability commitments make us a company passionate about building a future to smile about for our employees, consumers, and surrounding communities. We win as a global organization by continually learning and collaborating. The pride in our brand fuels a workplace that encourages creative thinking champions experimentation and promotes authenticity which has contributed to our enduring success. If you want to work for a company that lives by its values, then give your career a reason to smile...every single day.






Show More
Report",4.2,"Colgate-Palmolive
4.2",Mumbai,-1,-1,1806,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1,0,3.0,5.0,4.0,Colgate-Palmolive,217,0,0,0,0,0,na,na,999
155,Data Scientist,Employer Provided Salary:₹9L - ₹17L,"You’re experienced Regression, Classification, Ensemble Methods, Deep Learning, NLP, and Reinforcement Learning. • Any one programming language (Python, R, Java, Scala, etc.). • strong hands-on skills in sourcing, cleaning, manipulating, and analyzing large volumes of data using distributed computing platform • Run large-scale statistical A/B tests to evaluate the performance of machine learning and statistical models in SEM applications. • Process complicated and large-scale datasets on distributed computing platforms using queries, extract insights from data, predict future trends, and optimize business metrics. • Build compelling data visualizations and interactive dashboards for monitoring. • Communicate new algorithm suggestions, performance results and business insights to both technical and business teams, internally and externally. • Experience exploring data, building models, and analyzing performance.
Show More
Report",-1.0,Nexus pro services,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1,1,9.0,17.0,13.0,Nexus pro services,-1,1,0,0,0,0,data scientist,na,941
156,Data Scientist,₹4L - ₹8L (Glassdoor Est.),"About the Role
Incident management & Change management of around 400 NMS/EMS instances.
Major upgrades & Bug fixing of 400 NMS/EMS instances.
Will be responsible for handling new OSS implementation as well as resolving NBI issues.
Ensuring guidelines for the user administration on 400 EMS/NMS instances.
Will be responsible for the proactive health checkup of all NMS/EMS instances.

Show More
Report",4.2,"Airtel India
4.2",Gurgaon,-1,-1,-1,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1,0,4.0,8.0,6.0,Airtel India,-1,0,0,0,0,0,data scientist,na,401
157,Intership for statistics / data science students - with stipend,₹3L - ₹8L (Glassdoor Est.),"The Datahut internship program provides students a hands-on experience working in the data industry. Datahut works on some of the challenging problems in the web data integration industry. We work with some of the largest companies on the planet, helping them get data for their operations. The marketing team at Datahut helps educate decision-makers at large enterprises through our content and creatives.

We're inviting students with an excellent understanding of statistics and data to work on some exciting data problems. If you have good pattern recognition skills and data analysis skills - you're most welcome.

We get a lot of applications, and we obviously need to filter people. Here is a test for you. You're given the pricing data of two brands, Adidas and Nike. The standard deviation of pricing for Adidas is ""x,"" and for Nike is ""3x"". How would you interpret the pricing data? Include your answer in the application as a cover letter. You're free to be as creative as you can.
Show More
Report",4.6,"Datahut
4.6",Cochin,-1,-1,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,3.0,8.0,5.5,Datahut,8,0,0,0,1,0,na,na,1009
158,Data Science Trainer Jobs,Employer Provided Salary:₹0.50L - ₹0.80L,"Data Science, Machine Learning, Python, Training, Trainer, Tableau, Deep learning, NLP, .Net, Java, Coding
Strong knowledge of Python. Understand multiple analytical functions.
Knowledge of machine learning
*
Job Type: Full-time
Salary: ₹50,000.00 - ₹80,000.00 per month
Benefits:
Cell phone reimbursement

Show More
Report",-1.0,SMEClabs,Cochin,-1,-1,-1,-1,-1,-1,-1,-1,1,0.5,0.8,0.65,SMEClabs,-1,1,0,0,0,0,na,na,323
159,Assistant Data Scientist,Employer Provided Salary:₹10L,"Job Responsibilities:
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data.
Analyze large amounts of information to discover trends and patterns
Helping develop reports and analysis.
Present information using data visualization techniques.
Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.
Evaluating changes and updates to source production systems.
Show More
Report",-1.0,Ascendeum,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1,1,10.0,10.0,10.0,Ascendeum,-1,0,0,0,0,0,data scientist,na,502
160,DATA SCIENTIST,₹3L - ₹7L (Glassdoor Est.),"The required skills are :
Post graduate degree in Statistics, Math or any other with strong analytical background .
Must have exposure to Big Data analytics..
Need Strong mathematical background (calculus, linearalgebra, probability and statistics).
Applied Machine Learning experience (regression and classification, supervised, and unsupervised learning) is a plus.
Must be a quick learner and capable to solve complex problems in multiple domains.
Language - C#,C++, Python or R, Scripting - Java script Permanent Any postgraduate degree with analytics 0 - 4 Yrs Best in Industry Calicut, Kerala, India Technical Interview & HR interview

Show More
Report",3.4,"Tech27 Systems Ltd.
3.4",Calicut,-1,-1,-1,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,0,3.0,7.0,5.0,Tech27 Systems Ltd.,-1,1,0,0,0,0,data scientist,na,658
161,Data Science and Business Analytics,Employer Provided Salary:₹4L - ₹6L,"We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.
Show More
Report",-1.0,Zotto Limited,New Delhi,-1,-1,-1,-1,-1,-1,-1,-1,1,4.0,6.0,5.0,Zotto Limited,-1,0,0,0,0,0,na,na,901
162,Data Scientist,Employer Provided Salary:₹0.25L - ₹0.35L,"1. Undertake to preprocess of structured and unstructured data.
2. Build predictive models and machine – learning algorithms.
3. Combine models through ensemble modelling.
4. Propose solutions and strategies to business challenges.
5. Collaborate with engineering and product development teams.
6. Present information using data visualization techniques.
7. Identify valuable data sources and automate collection processes.
8. Analyze large amounts of information to discover trends and patterns.
Show More
Report",-1.0,Radome Technologies & Services Pvt Ltd,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1,1,0.25,0.35,0.3,Radome Technologies & Services Pvt Ltd,-1,0,0,0,0,0,data scientist,na,513
163,Jr Data Analyst | Jr Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Skills and Experience (0 - 2 years):
Graduate with Strong mathematical and statistical skills and understanding
Prefer with some Development and enhancement experience of machine learning and statistical models.
Some experience in working with Python, R, SQL
Some experience in working with libraries in Python
Familiarity with NLP(Natural language processing)
Be flexible and ready to learn
Apply to careers@aibridgeml.com
Show More
Report",4.9,"AIBridge ML
4.9",Hyderābād,-1,-1,2019,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,0,4.0,7.0,5.5,AIBridge ML,4,1,0,0,0,0,data scientist,jr,440
164,Data Scientist,Employer Provided Salary:₹10L,"Primary Objectives and Responsibilities
· Data mining or extracting usable data from valuable data sources
· Using machine learning toolsto select features, create and optimize classifiers
· Carrying out preprocessing of structured and unstructured data
· Enhancing data collectionprocedures to include all relevant information for developing analytic systems
· Processing, cleansing, and validating the integrity of data to be used for analysis



Show More
Report",4.7,"SPAATech Solutions India Pvt Ltd
4.7",Calcutta,-1,-1,2010,Company - Private,Software Development,Information Technology,$2 to $5 billion (USD),-1,1,10.0,10.0,10.0,SPAATech Solutions India Pvt Ltd,13,0,0,0,0,0,data scientist,na,465
165,Senior Data Scientist,Employer Provided Salary:₹0.31L - ₹2L,"We are Hiring for a Data Scientist Developer..
Goodtechmind has an exciting opportunity for a Data Scientist Developer, to be a part of our growing Team.
As a service based technology firm that created the virtual employee model successful amongst 40+ clients all across the globe: we’ve made it our business to make a mark. When joining our team at Goodtechmind you are empowered to suggest, take ownership and learn to perform at your best. We value the skills, ideas, and perspective you bring to the team.
Hiring for Data Scientist Developer at Kolkata (Work from Home)
Position : Data Scientist Developer


Show More
Report",-1.0,Goodtech Mind,Calcutta,-1,-1,-1,-1,-1,-1,-1,-1,1,0.31,2.0,1.155,Goodtech Mind,-1,0,0,0,0,0,data scientist,senior,628
166,Data Science SME | WFH,Employer Provided Salary:₹0.30L - ₹1L,"We are looking for Data Science SMEs to create base content for Data science and related topics
Experience: 6-10 years
Role: Full-time | Remote
Job Type: Full-time
Salary: ₹30,000.00 - ₹100,000.00 per month
Schedule:
Day shift
Show More
Report",4.0,"Karanji Infotech
4.0",Bangalore,-1,-1,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,1,0.3,1.0,0.65,Karanji Infotech,-1,0,0,0,0,0,na,na,243
167,Data scientist,Employer Provided Salary:₹4L - ₹11L,"Greetings of the day!
Package: 4LPA - 11LPA
The great opportunity for reason graduate with 100% placement opportunity specifically in all the IT Field.
The course duration is 6 months....
You will be given high level knowledge and with paid intership....
This is the right time join the course and success in life with great package
Job Types: Full-time, Fresher
Show More
Report",-1.0,Vingsfire pvt ltd,Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1,1,4.0,11.0,7.5,Vingsfire pvt ltd,-1,0,0,0,0,0,data scientist,na,379
168,Data Science Analytics,₹3L - ₹6L (Glassdoor Est.),"Diverse Infotech Pvt. Ltd. - Gurgaon
Required Experience - 2+ Yrs
You can share your CV at jobs@diverseinfotech.com
Show More
Report",4.0,"Diverse Infotech
4.0",Gurgaon,-1,-1,2008,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,3.0,6.0,4.5,Diverse Infotech,15,0,0,0,0,0,na,na,132
169,Data Analytics / Machine Learning Engineers,₹2L - ₹8L (Glassdoor Est.),"Tata Elxsi, the forefront of the latest advancements in AI technology, where the team of passionate individuals are dedicated to making a real-world impact through innovative implementation. Here, you will find a group of like-minded individuals who are continuously exploring new AI techniques and technologies to improve the accuracy, efficiency, and scalability of our models. What sets us apart is our collaborative approach, allowing for free experimentation and quick iterations to arrive at the best solutions. We are in search of someone who shares the same passion and drive as us, and is excited about the opportunity to make a meaningful difference in the field of AI. Join us in our pursuit of advancing AI to the next level and make the future of 'AM PM AI' a reality.
We are looking for bright and passionate Machine Learning Engineers with experience in:
Show More
Report",4.0,"Tata Elxsi
4.0",Bangalore,-1,-1,1989,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),-1,0,2.0,8.0,5.0,Tata Elxsi,34,0,0,0,0,0,mle,na,886
170,"Data Scientist - R/Python, SQL, ML",₹3L - ₹8L (Glassdoor Est.),"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Come make an impact on the communities we serve as we help advance health equity on a global scale. Here, you will find talented peers, comprehensive benefits, a culture guided by diversity and inclusion, career growth opportunities and your life's best work.(sm)
Primary Responsibilities:
Involve in big data technologies and prototype solutions to improve our data processing and analytics architecture



Show More
Report",3.6,"UnitedHealth Group
3.6",Gurgaon,-1,-1,1977,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD),-1,0,3.0,8.0,5.5,UnitedHealth Group,46,0,0,0,0,0,data scientist,na,716
171,Machine Learning Engineer,Employer Provided Salary:₹20L - ₹29L,"Hiring a Senior Machine learning Engineer for a software consulting company based in the US.
Location: Thiruvananthapuram, Kerala
Experience: 7-10 years.
You are a good fit if you have:
Rigorous knowledge of R, Java and Python programming to develop software.
In-depth knowledge of machine learning data structures and modelling, software architecture,
Show More
Report",-1.0,Purple Squirrel,Thiruvananthapuram,-1,-1,-1,-1,-1,-1,-1,-1,1,20.0,29.0,24.5,Purple Squirrel,-1,1,0,0,0,0,mle,na,369
172,Data Scientist,Employer Provided Salary:₹3L - ₹5L,"* Must have experience training data models.
* Python experience is required.
* Random forest, clustering, decision tree, etc based algorithm experience is a must as well.
* Pandas, numpi, scikit, tensor flow experience is a plus.
* Must have experience in developing and deploying models.
RESPONSIBLITIES
* Training a model for chat bot based on decision trees.
* Setting up the dev and production environment.
* Engineer a fast and efficient deployment process.
* Work with the team and management to gather requirements and extract a solution.
Show More
Report",-1.0,Jupitice Justice Technologies Pvt. Ltd.,Chandigarh,-1,-1,-1,-1,-1,-1,-1,-1,1,3.0,5.0,4.0,Jupitice Justice Technologies Pvt. Ltd.,-1,1,0,0,0,0,data scientist,na,563
173,Data Science Analyst,₹8L - ₹9L (Glassdoor Est.),"Job Description :

Worker Type :
Regular
Primary Location:
Bangalore Karle Town SEZ
Additional Locations :
Budapest, Hamburg, Stockholm
Job Posting Start Date :
2023-02-16-08:00
Show More
Report",4.1,"Diageo
4.1",Bangalore,-1,-1,1997,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1,0,8.0,9.0,8.5,Diageo,26,0,0,0,0,0,analyst,na,194
174,Senior Analyst - AI SGO Data Scientist - Bengaluru,₹3L - ₹10L (Glassdoor Est.),"AI Data Scientist (Senior Analyst)
Deloitte is hiring to build out and scale up the next generation of its AI infrastructure. Deloitte’s AI SGO (Strategic Growth Offering) team specifically focusses on creating products and solutions that require deeper analytical and problem-solving skills to create tangible results. This is a continuous cycle where we strive to keep innovating and provide state-of-the-art assets.
The Team
The AI SGO team is responsible for orchestrating across all of Deloitte’s AI investments to accelerate our clients’, and our own, journey in becoming an AI-Fueled Organization. The AI SGO team is focused on growing our existing AI market share and revenue, co-creating new AI opportunities in collaboration with clients, anticipating and creating AI demand in new markets, and enabling the success of the firm’s overall AI investments. Our aspiration is for Deloitte to be the undisputed leader in AI-enabled services and solutions, partnering with clients & ecosystems to generate business value through humans + machines.




Show More
Report",4.1,"Deloitte
4.1",Bangalore,-1,-1,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD),-1,0,3.0,10.0,6.5,Deloitte,173,0,0,0,0,0,data scientist,senior,1072
175,Data Science & AI Specialist,₹5L - ₹6L (Glassdoor Est.),"Data Science & AI Specialist
Job Req ID: 11268
Posting Date: 09-Feb-2023
Function: Business Services & Operations
Location: Building No 14 Sector 24 & 25A, Gurugram, India
Salary: Competitive
About BT
BT has a key role in British society, fostering change and leading technology innovation. From delivering the Olympics, to supporting the emergency services, to investing more into research than any other UK technology company, we take pride in everything we do - and in the people who work here.
We're now a global company operating at the forefront of the information age, employing 90,000 people in 180 countries. And we're on a mission. Guided by our core values of Personal, Simple and Brilliant our goal is to help customers, communities and businesses overcome barriers and release their potential.
So, if you're interested in the power of potential, why not join us today and release yours? You can read more here about what it's like to work at BT.


Show More
Report",4.1,"BT Group
4.1",Gurgaon,-1,-1,1846,Company - Public,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,-1,0,5.0,6.0,5.5,BT Group,177,0,0,0,0,0,na,na,977
176,Data Scientist,₹4L - ₹8L (Glassdoor Est.),"THE APPLICATION PERIOD FOR THIS ROLE HAS BEEN CLOSED. ALL APPLICATION STATUSES WILL BE COMMUNICATED TO APPLICANTS DIRECTLY.
Show More
Report",3.9,"Adidas
3.9",Gurgaon,-1,-1,1949,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD),-1,0,4.0,8.0,6.0,Adidas,74,0,0,0,0,0,data scientist,na,140
177,Supply Chain Network Data & Analytics Specialist,₹3L - ₹5L (Glassdoor Est.),"Relocation Assistance Offered Within Country
# 141580 - Mumbai, Maharashtra, India

About Colgate-Palmolive:
Do you want to come to work with a smile and leave with one as well? In between those smiles, your day consists of connecting with others across the world, full of stimulating discussions, and making impactful contributions!
If this is how you see your career, Colgate is the place to be! Our diligent household brands, dedicated employees, and sustainability commitments make us a company passionate about building a future to smile about for our employees, consumers, and surrounding communities. We win as a global organization by continually learning and collaborating. The pride in our brand fuels a workplace that encourages creative thinking champions experimentation and promotes authenticity which has contributed to our enduring success. If you want to work for a company that lives by its values, then give your career a reason to smile...every single day.






Show More
Report",4.2,"Colgate-Palmolive
4.2",Mumbai,-1,-1,1806,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1,0,3.0,5.0,4.0,Colgate-Palmolive,217,0,0,0,0,0,na,na,999
178,Data Scientist,₹4L - ₹8L (Glassdoor Est.),"About the Role
Incident management & Change management of around 400 NMS/EMS instances.
Major upgrades & Bug fixing of 400 NMS/EMS instances.
Will be responsible for handling new OSS implementation as well as resolving NBI issues.
Ensuring guidelines for the user administration on 400 EMS/NMS instances.
Will be responsible for the proactive health checkup of all NMS/EMS instances.

Show More
Report",4.2,"Airtel India
4.2",Gurgaon,-1,-1,-1,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1,0,4.0,8.0,6.0,Airtel India,-1,0,0,0,0,0,data scientist,na,401
179,Data Scientist,Employer Provided Salary:₹9L - ₹17L,"You’re experienced Regression, Classification, Ensemble Methods, Deep Learning, NLP, and Reinforcement Learning. • Any one programming language (Python, R, Java, Scala, etc.). • strong hands-on skills in sourcing, cleaning, manipulating, and analyzing large volumes of data using distributed computing platform • Run large-scale statistical A/B tests to evaluate the performance of machine learning and statistical models in SEM applications. • Process complicated and large-scale datasets on distributed computing platforms using queries, extract insights from data, predict future trends, and optimize business metrics. • Build compelling data visualizations and interactive dashboards for monitoring. • Communicate new algorithm suggestions, performance results and business insights to both technical and business teams, internally and externally. • Experience exploring data, building models, and analyzing performance.
Show More
Report",-1.0,Nexus pro services,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1,1,9.0,17.0,13.0,Nexus pro services,-1,1,0,0,0,0,data scientist,na,941
180,Intership for statistics / data science students - with stipend,₹3L - ₹8L (Glassdoor Est.),"The Datahut internship program provides students a hands-on experience working in the data industry. Datahut works on some of the challenging problems in the web data integration industry. We work with some of the largest companies on the planet, helping them get data for their operations. The marketing team at Datahut helps educate decision-makers at large enterprises through our content and creatives.

We're inviting students with an excellent understanding of statistics and data to work on some exciting data problems. If you have good pattern recognition skills and data analysis skills - you're most welcome.

We get a lot of applications, and we obviously need to filter people. Here is a test for you. You're given the pricing data of two brands, Adidas and Nike. The standard deviation of pricing for Adidas is ""x,"" and for Nike is ""3x"". How would you interpret the pricing data? Include your answer in the application as a cover letter. You're free to be as creative as you can.
Show More
Report",4.6,"Datahut
4.6",Cochin,-1,-1,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,3.0,8.0,5.5,Datahut,8,0,0,0,1,0,na,na,1009
181,Data Science SME | WFH,Employer Provided Salary:₹0.30L - ₹1L,"We are looking for Data Science SMEs to create base content for Data science and related topics
Experience: 6-10 years
Role: Full-time | Remote
Job Type: Full-time
Salary: ₹30,000.00 - ₹100,000.00 per month
Schedule:
Day shift
Show More
Report",4.0,"Karanji Infotech
4.0",Bangalore,-1,-1,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,1,0.3,1.0,0.65,Karanji Infotech,-1,0,0,0,0,0,na,na,243
182,Data Science Trainer Jobs,Employer Provided Salary:₹0.50L - ₹0.80L,"Data Science, Machine Learning, Python, Training, Trainer, Tableau, Deep learning, NLP, .Net, Java, Coding
Strong knowledge of Python. Understand multiple analytical functions.
Knowledge of machine learning
*
Job Type: Full-time
Salary: ₹50,000.00 - ₹80,000.00 per month
Benefits:
Cell phone reimbursement

Show More
Report",-1.0,SMEClabs,Cochin,-1,-1,-1,-1,-1,-1,-1,-1,1,0.5,0.8,0.65,SMEClabs,-1,1,0,0,0,0,na,na,323
183,Assistant Data Scientist,Employer Provided Salary:₹10L,"Job Responsibilities:
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data.
Analyze large amounts of information to discover trends and patterns
Helping develop reports and analysis.
Present information using data visualization techniques.
Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.
Evaluating changes and updates to source production systems.
Show More
Report",-1.0,Ascendeum,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1,1,10.0,10.0,10.0,Ascendeum,-1,0,0,0,0,0,data scientist,na,502
184,Data Science and Business Analytics,Employer Provided Salary:₹4L - ₹6L,"We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.
Show More
Report",-1.0,Zotto Limited,New Delhi,-1,-1,-1,-1,-1,-1,-1,-1,1,4.0,6.0,5.0,Zotto Limited,-1,0,0,0,0,0,na,na,901
185,"Data Scientist - R/Python, SQL, ML",₹3L - ₹8L (Glassdoor Est.),"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Come make an impact on the communities we serve as we help advance health equity on a global scale. Here, you will find talented peers, comprehensive benefits, a culture guided by diversity and inclusion, career growth opportunities and your life's best work.(sm)
Primary Responsibilities:
Involve in big data technologies and prototype solutions to improve our data processing and analytics architecture



Show More
Report",3.6,"UnitedHealth Group
3.6",Gurgaon,-1,-1,1977,Company - Public,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD),-1,0,3.0,8.0,5.5,UnitedHealth Group,46,0,0,0,0,0,data scientist,na,716
186,Jr Data Analyst | Jr Data Scientist,₹4L - ₹7L (Glassdoor Est.),"Skills and Experience (0 - 2 years):
Graduate with Strong mathematical and statistical skills and understanding
Prefer with some Development and enhancement experience of machine learning and statistical models.
Some experience in working with Python, R, SQL
Some experience in working with libraries in Python
Familiarity with NLP(Natural language processing)
Be flexible and ready to learn
Apply to careers@aibridgeml.com
Show More
Report",4.9,"AIBridge ML
4.9",Hyderābād,-1,-1,2019,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,0,4.0,7.0,5.5,AIBridge ML,4,1,0,0,0,0,data scientist,jr,440
187,Data Scientist,Employer Provided Salary:₹10L,"Primary Objectives and Responsibilities
· Data mining or extracting usable data from valuable data sources
· Using machine learning toolsto select features, create and optimize classifiers
· Carrying out preprocessing of structured and unstructured data
· Enhancing data collectionprocedures to include all relevant information for developing analytic systems
· Processing, cleansing, and validating the integrity of data to be used for analysis



Show More
Report",4.7,"SPAATech Solutions India Pvt Ltd
4.7",Calcutta,-1,-1,2010,Company - Private,Software Development,Information Technology,$2 to $5 billion (USD),-1,1,10.0,10.0,10.0,SPAATech Solutions India Pvt Ltd,13,0,0,0,0,0,data scientist,na,465
